,Team,First date home stadium open to fans,County(s),State,% fans,Counties,State.1,% fans.1,Unnamed: 8,Stadium_Counties,Donor_Counties
66,Denver,,arapahoe,CO,10.91,douglas,CO,7.29,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
67,Denver,,,,,adams,CO,6.75,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
68,Denver,,,,,el paso,CO,3.39,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
69,Denver,,,,,weld,CO,2.38,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
70,Denver,,,,,larimer,CO,2.36,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
71,Denver,,,,,boulder,CO,1.99,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
72,Denver,,,,,cook,IL,1.97,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
73,Denver,,,,,san mateo,CA,1.62,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
74,Denver,,,,,broomfield,CO,1.15,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
75,Denver,,,,,los angeles,CA,1.12,,"[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
76,Detroit,Closed to fans,wayne,MI,,,,,"June 5, 2020: Michigan began reporting probable cases and deaths statewide, leading to a one-day increase in total cases and deaths.
Aug. 21, 2020: Michigan did not report new cases or deaths while resolving a technical issue.
Nov. 3, 2020: Data from the Michigan Department of Corrections was added for prisons in Marquette, Ionia, Luce and other counties. 
Thanksgiving, Christmas and New Years: Reported after the holidays.
Dec. 4, 2020: Data from the Michigan Department of Corrections was added for prisons in Alger, Baraga, Chippewa, Gratiot, Ionia, Jackson, Lenawee, Luce and Montcalm counties.
Jan. 14, 2021: Data from the Michigan Department of Corrections was added for prisons in Chippewa, Gratiot, Montcalm and other counties.
",[],"['luce', 'allegan', 'lenawee', 'macomb', 'alger', 'huron', 'eaton', 'saginaw', 'barry', 'montmorency', 'crawford', 'mason', 'oakland', 'cass', 'bay', 'presque isle', 'livingston', 'emmet', 'lapeer', 'roscommon', 'gladwin', 'hillsdale', 'isabella', 'kalamazoo', 'ontonagon', 'oscoda', 'iosco', 'kalkaska', 'clare', 'marquette', 'ottawa', 'grand traverse', 'otsego', 'ionia', 'benzie', 'monroe', 'ingham', 'mackinac', 'sanilac', 'kent', 'lake', 'newaygo', 'baraga', 'alpena', 'charlevoix', 'gogebic', 'iron', 'st. joseph', 'menominee', 'oceana', 'gratiot', 'berrien', 'mecosta', 'ogemaw', 'osceola', 'st. clair', 'dickinson', 'muskegon', 'genesee', 'alcona', 'montcalm', 'antrim', 'clinton', 'manistee', 'delta', 'arenac', 'wexford', 'branch', 'washtenaw', 'midland', 'shiawassee', 'houghton', 'leelanau', 'jackson', 'cheboygan', 'schoolcraft', 'chippewa', 'van buren', 'missaukee', 'tuscola', 'calhoun']"
77,Green Bay,Post season,brown,WI,19.05,waukesha,WI,7.63,"Sept. 4, 2020: Wisconsin began reporting probable cases at the county level. 

Oct. 19, 2020: Wisconsin added new data for Oct. 17 to Oct. 19 after planned system maintenance.",[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
78,Green Bay,,,,,milwaukee,WI,7.05,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
79,Green Bay,First home,,,,outagamie,WI,6.02,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
80,Green Bay,game no fans:,,,,dane,WI,4.21,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
81,Green Bay,9/20/2020,,,,winnebago,WI,3.41,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
82,Green Bay,,,,,hennepin,MN,2.02,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
83,Green Bay,,,,,cook,IL,1.87,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
84,Green Bay,,,,,washington,WI,1.86,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
85,Green Bay,,,,,ozaukee,WI,1.77,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
86,Green Bay,,,,,racine,WI,1.63,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
87,Green Bay,,,,,sheboygan,WI,1.56,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
88,Green Bay,,,,,marathon,WI,1.28,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
89,Green Bay,,,,,fond du lac,WI,1.27,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
90,Green Bay,,,,,kenosha,WI,1.26,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
91,Green Bay,,,,,calumet,WI,1.18,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
92,Green Bay,,,,,manitowoc,WI,1.12,,[],"['la crosse', 'juneau', 'vilas', 'florence', 'dodge', 'grant', 'waushara', 'trempealeau', 'buffalo', 'iron', 'pierce', 'oneida', 'jefferson', 'burnett', 'rusk', 'langlade', 'pepin', 'walworth', 'jackson', 'menominee', 'marquette', 'wood', 'waupaca', 'ashland', 'iowa', 'columbia', 'eau claire', 'dunn', 'marinette', 'shawano', 'kewaunee', 'portage', 'polk', 'lafayette', 'monroe', 'douglas', 'taylor', 'chippewa', 'washburn', 'crawford', 'sauk', 'clark', 'st. croix', 'rock', 'oconto', 'bayfield', 'adams', 'forest', 'vernon', 'barron', 'lincoln', 'door', 'green', 'sawyer', 'price', 'richland', 'green lake']"
93,Houston,10/4/2020,harris,TX,37.66,fort bend,TX,7.27,See Dallas,"[nan, 'harris']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
94,Houston,,,,,galveston,TX,4.63,,"[nan, 'harris']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
95,Houston,,,,,maricopa,AZ,4.49,,"[nan, 'harris']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
